age,sex,education_level,education_years,potential_experience,field_of_study,annual_wage,weeks_worked,hours_worked,hourly_wage
36,Male,MA,18,12,Engineering,151025.17042627727,50,42,71.9167478220368
32,Male,BA,16,10,Engineering,214469.05646724303,45,30,158.86596775351336
32,Female,BA,16,10,Engineering,54376.92082064934,41,35,37.89332461369292
52,Male,Prof,19,27,STEM (other),263360.64627518214,42,36,174.1803216105702
44,Male,BA,16,22,Humanities,130598.30853664294,45,45,64.49299186994713
31,Male,BA,16,9,Humanities,59109.02282580093,42,44,31.98540196201349
35,Male,BA,16,13,Social Sciences,138901.1813492967,44,49,64.42540878909865
44,Male,Prof,19,19,Business,232379.15316527648,48,31,156.16878572935246
40,Male,MA,18,16,Business,209670.34056053456,51,45,91.35962551657279
28,Female,MA,18,4,Business,56661.57560630257,42,46,29.32793768442162
30,Male,MA,18,6,Social Sciences,183196.9025418046,51,44,81.63854836978814
46,Female,BA,16,24,Humanities,106199.95760545398,50,32,66.37497350340874
50,Male,BA,16,28,Social Sciences,195941.2844158568,45,33,131.94699287263083
27,Male,BA,16,5,Engineering,152866.78490401202,50,41,74.56916336781075
38,Male,BA,16,16,Engineering,127184.09392558629,44,34,85.01610556523148
35,Female,BA,16,13,Engineering,188478.2671718702,44,46,93.12167350388843
42,Male,Prof,19,17,Social Sciences,156522.02716655933,50,35,89.44115838089105
36,Female,BA,16,14,STEM (other),80901.43543372888,45,39,46.09768400782273
47,Male,BA,16,25,Health,232192.622986747,45,47,109.78374609302459
36,Male,BA,16,14,Humanities,88422.9217735439,40,39,56.68136011124609
37,Female,BA,16,15,Social Sciences,102606.02787163852,50,35,58.63201592665058
49,Male,Prof,19,24,Social Sciences,173421.48494247906,48,35,103.22707437052325
43,Male,BA,16,21,Engineering,196235.55299017316,44,49,91.01834554275193
60,Female,BA,16,38,Humanities,135458.2666628266,40,44,76.96492424024238
32,Female,MA,18,8,Humanities,131402.456201623,47,33,84.72111940788072
53,Female,BA,16,31,Business,119557.55784976261,46,45,57.757274323556814
56,Female,BA,16,34,Social Sciences,129791.43421195107,46,37,76.25818696354352
42,Female,BA,16,20,Social Sciences,140814.80668661185,44,36,88.89823654457818
30,Female,BA,16,8,Health,205041.19472228095,40,48,106.79228891785466
42,Male,PhD,20,16,STEM (other),209453.33281600554,48,46,94.86111087681411
43,Female,MA,18,19,Health,244988.5317134679,50,42,116.66120557784186
46,Female,BA,16,24,Social Sciences,155743.6321334358,48,44,73.74225006317984
61,Male,MA,18,37,Engineering,199486.61269379946,47,31,136.91600047618357
56,Male,BA,16,34,Engineering,183943.26980333595,44,39,107.1930476709417
27,Male,BA,16,5,Business,105290.03785602908,42,42,59.68823007711399
52,Female,BA,16,30,Engineering,235883.59520982148,47,47,106.78297655492145
34,Male,BA,16,12,Education,168717.90200014302,40,40,105.44868875008939
59,Female,BA,16,37,Education,162186.83535107522,42,42,91.9426504257796
53,Male,MA,18,29,Engineering,328247.5418951228,51,48,134.08804815977237
39,Female,Prof,19,14,Humanities,106187.64869412142,50,34,62.463322761247895
57,Male,BA,16,35,Business,158041.16994765706,46,32,107.36492523618007
31,Female,BA,16,9,Business,101124.6546968292,43,48,48.99450324458779
36,Female,BA,16,14,Business,157429.55656026752,46,42,81.48527772270576
54,Female,BA,16,32,Social Sciences,145497.25281897254,51,34,83.90845029929213
45,Female,BA,16,23,Business,209301.66868777378,50,41,102.09837496964575
55,Female,BA,16,33,Social Sciences,122675.69011655297,44,43,64.83915968105337
48,Male,MA,18,24,Social Sciences,183012.41883299465,45,35,116.19836116380613
44,Male,BA,16,22,STEM (other),214412.5781717234,46,38,122.66165799297677
61,Female,BA,16,39,Engineering,104590.62165756222,49,46,46.40222788711723
28,Male,BA,16,6,Engineering,239160.3178926928,51,37,126.74102697016048
52,Male,BA,16,30,Engineering,180783.3143033182,46,42,93.57314404933655
44,Female,BA,16,22,Health,85998.74876599156,46,34,54.98641225447031
48,Male,MA,18,24,Engineering,231382.66319684894,46,46,109.34908468660157
56,Male,BA,16,34,Humanities,140988.42029098247,50,32,88.11776268186404
60,Female,MA,18,36,Social Sciences,184948.31490374872,46,35,114.87472975388118
58,Male,BA,16,36,Social Sciences,217457.20116130004,42,43,120.4081955488926
60,Male,BA,16,38,Health,210624.77070097593,51,44,93.86130601647768
26,Male,BA,16,4,Business,116980.53791155634,42,43,64.77327680595589
39,Female,MA,18,15,Business,196820.35540429977,46,40,106.96758445885857
58,Female,BA,16,36,Business,173007.88754193968,41,40,105.49261435484127
60,Female,MA,18,36,Health,339438.22639526625,41,38,217.86792451557525
30,Male,BA,16,8,Business,78263.858213576,42,35,53.24071987318095
63,Female,MA,18,39,Engineering,237826.2162853734,43,44,125.70095998169842
36,Female,BA,16,14,STEM (other),153569.32755482235,45,41,83.2354078887926
27,Female,MA,18,3,Engineering,170857.32351850154,47,35,103.8646343577517
42,Female,BA,16,20,Humanities,97425.55596374192,49,30,66.27588841070879
64,Male,Prof,19,39,Humanities,103187.00662238186,49,45,46.796828400173176
45,Male,BA,16,23,Business,176247.91746961212,46,49,78.19339728021833
39,Male,BA,16,17,Engineering,183683.4450521428,43,44,97.08427328337358
57,Male,BA,16,35,Engineering,309242.1243005162,41,31,243.30615601928892
59,Female,MA,18,35,Education,117464.49375622798,41,46,62.28234027371579
50,Female,BA,16,28,Health,237045.67664679544,43,32,172.27156733051996
32,Female,MA,18,8,Humanities,226800.1039588849,45,32,157.50007219367006
60,Male,BA,16,38,STEM (other),166087.58251954697,42,34,116.3078308960413
54,Male,BA,16,32,Education,99540.2470326549,45,46,48.08707586118594
47,Male,BA,16,25,Business,152193.4503171637,44,46,75.19439244919154
38,Male,PhD,20,12,Business,188678.82128447978,44,49,87.51336794270861
38,Male,MA,18,14,Humanities,155055.18464446964,41,35,108.05239348046665
26,Female,Prof,19,1,Business,101923.88426994004,47,30,72.28644274463832
61,Male,BA,16,39,Engineering,309885.93596268626,44,36,195.63506058250394
29,Female,MA,18,5,Education,76163.70421030067,50,44,34.619865550136666
62,Male,MA,18,38,Social Sciences,111506.53235928767,41,36,75.54643113772877
38,Female,BA,16,16,STEM (other),219347.6355714973,46,48,99.34222625520711
63,Male,MA,18,39,Education,85392.51167589743,48,49,36.30633999825571
49,Male,Prof,19,24,Engineering,224843.76660118307,48,40,117.10612843811619
44,Female,Prof,19,19,STEM (other),539665.2607131131,40,43,313.7588725076239
26,Female,MA,18,2,Business,116306.81486855107,46,42,60.200214735274876
63,Male,BA,16,41,Business,123644.98384895806,48,49,52.57014619428489
30,Male,BA,16,8,Social Sciences,108486.47185922922,45,38,63.442381204227615
41,Male,PhD,20,15,Engineering,219643.21599710922,40,38,144.50211578757185
49,Female,BA,16,27,Social Sciences,166174.70972512412,41,45,90.06759334695074
52,Female,MA,18,28,Engineering,278808.0676908167,43,41,158.1441109987616
26,Male,MA,18,2,Social Sciences,77332.27290799297,43,39,46.11346029099163
59,Male,MA,18,35,Social Sciences,315295.1352857748,41,35,219.71786431064447
61,Female,PhD,20,35,Humanities,206598.85329965563,47,47,93.52596346747652
29,Male,BA,16,7,Humanities,114535.28425307121,41,31,90.11430704411582
25,Female,BA,16,3,Business,85490.04198013361,42,49,41.54035081639145
64,Male,BA,16,42,Social Sciences,228094.35067761075,43,38,139.5926258736908
36,Female,BA,16,14,Social Sciences,120004.47075430768,48,48,52.08527376489049
60,Male,BA,16,38,Business,192310.3503397474,49,35,112.13431506690812
47,Male,BA,16,25,Humanities,101221.67339054451,40,31,81.63038176656816
55,Male,MA,18,31,Education,127302.3840373844,47,44,61.55821278403501
35,Female,Prof,19,10,Business,202088.61977519467,51,46,86.14178166035579
34,Female,BA,16,12,Social Sciences,108068.21757734597,44,45,54.57990786734645
27,Female,BA,16,5,Engineering,94736.3523216723,46,37,55.66178162260417
38,Female,Prof,19,13,Health,139475.60597530287,47,39,76.09143806617723
40,Male,BA,16,18,Engineering,212200.30055036346,44,39,123.65984880557312
34,Male,BA,16,12,STEM (other),118763.40997647728,47,47,53.763426879346895
53,Female,BA,16,31,Humanities,134336.5531079968,49,39,70.29646944426834
34,Male,BA,16,12,Social Sciences,124008.86389866486,50,38,65.26782310456045
36,Male,BA,16,14,Health,76664.59937478177,47,48,33.982535183857166
54,Male,PhD,20,28,STEM (other),164105.05457277515,48,30,113.96184345331608
25,Male,BA,16,3,Health,108606.15565419378,41,33,80.27062502157708
29,Male,BA,16,7,Business,94796.82457655325,42,32,70.53335161945927
44,Female,BA,16,22,Social Sciences,206203.22145046838,40,39,132.1815522118387
32,Female,BA,16,10,Humanities,134597.2319905528,43,41,76.34556550797096
36,Female,MA,18,12,Health,188971.33198289698,44,47,91.37878722577224
25,Female,MA,18,1,Education,158788.99687491477,50,49,64.81183545914888
44,Female,MA,18,20,Humanities,143641.11369364784,40,35,102.60079549546275
52,Male,BA,16,30,Humanities,168495.54306487218,47,31,115.6455340184435
61,Male,Prof,19,36,STEM (other),200201.51374954105,41,39,125.2041987176617
61,Female,MA,18,37,Engineering,481331.24632168247,40,31,388.1703599368407
36,Male,MA,18,12,Social Sciences,262679.54173567455,41,38,168.60047608194773
61,Male,BA,16,39,Education,144489.790542778,44,39,84.20150964031352
52,Male,BA,16,30,Humanities,155745.08341173254,48,31,104.6673947659493
39,Male,BA,16,17,Health,218466.78752916714,48,37,123.01057856372023
30,Male,MA,18,6,Business,128573.77570344812,41,46,68.17273367096931
44,Male,BA,16,22,Humanities,106150.45768037175,41,46,56.28338159086519
38,Male,BA,16,16,Education,159308.3522229942,42,33,114.94109106998138
26,Female,Prof,19,1,Engineering,137713.64524625658,46,47,63.69733822676068
33,Female,Prof,19,8,Social Sciences,148226.72925007404,50,41,72.30572158540197
61,Female,Prof,19,36,Business,176684.08689756854,42,46,91.45139073373113
44,Male,BA,16,22,Business,99140.99972451405,40,38,65.22434192402241
50,Male,MA,18,26,Engineering,241649.28609216414,45,48,111.87466948711302
53,Female,BA,16,31,Social Sciences,212116.00819310977,42,43,117.45072435941847
25,Male,BA,16,3,Social Sciences,87278.37265951713,40,43,50.743239918323916
59,Female,BA,16,37,Health,260284.06098758447,43,46,131.58951516055836
30,Female,BA,16,8,Education,80856.00231416643,40,31,65.20645347916647
61,Female,BA,16,39,Humanities,99806.50729296428,40,37,67.4368292520029
29,Female,MA,18,5,Business,127367.37521886465,51,34,73.45292688515839
57,Male,BA,16,35,Engineering,192956.91939381164,41,36,130.72962018550925
38,Male,MA,18,14,Humanities,164948.83590970407,49,45,74.80672830372066
36,Female,BA,16,14,Business,113540.0767594341,47,45,53.683251422900284
44,Male,BA,16,22,STEM (other),263031.28831063135,41,46,139.46515817106646
48,Male,BA,16,26,Humanities,243890.61114008608,50,36,135.4947839667145
58,Male,BA,16,36,Social Sciences,159636.84438689254,41,49,79.46084837575538
49,Male,BA,16,27,STEM (other),267670.7945988258,50,37,144.6869159993653
53,Male,BA,16,31,Engineering,143839.14114931133,50,37,77.75088710773585
63,Male,BA,16,41,Business,238939.69152468324,49,40,121.90800587994043
55,Female,BA,16,33,Health,233463.94255663187,49,44,108.28568764222257
47,Female,BA,16,25,Social Sciences,201598.05837507686,47,47,91.26213597785281
62,Female,Prof,19,37,STEM (other),236553.83031475398,51,35,132.5231542379574
44,Female,BA,16,22,Engineering,75608.60040192034,45,41,40.98027122055303
47,Male,MA,18,23,Social Sciences,147278.68052400814,51,44,65.63221057219614
40,Male,MA,18,16,Health,138499.9432267963,50,35,79.14282470102647
32,Male,Prof,19,7,Education,91777.59820692634,43,47,45.41197338294228
45,Female,MA,18,21,Business,199201.6488313358,42,49,96.79380409685899
25,Female,BA,16,3,Social Sciences,82364.5962446748,40,38,54.18723437149658
32,Male,MA,18,8,Humanities,87048.12425585503,50,37,47.05304013830001
53,Male,Prof,19,28,Business,163074.09638131972,42,43,90.29573443040958
56,Female,BA,16,34,Humanities,112616.79100028993,51,48,46.00359109488968
62,Female,BA,16,40,Health,232454.494798062,48,48,100.89170781165885
29,Female,BA,16,7,Humanities,75530.54958126,44,37,46.39468647497543
46,Male,MA,18,22,Education,136641.8281252963,45,31,97.95113127261384
58,Male,MA,18,34,Business,183393.74189144964,44,33,126.304229952789
25,Female,BA,16,3,Health,108694.67176893727,40,35,77.63905126352662
50,Female,BA,16,28,Humanities,157388.86144689028,49,32,100.37554939214941
34,Female,BA,16,12,Social Sciences,49523.522525890534,40,32,38.69025197335198
54,Female,BA,16,32,STEM (other),255784.49797202137,43,48,123.92659785466152
42,Female,PhD,20,16,Social Sciences,287020.9275204641,42,40,170.84579019075244
41,Female,BA,16,19,Engineering,127815.62039779195,50,39,65.54647199886767
50,Male,BA,16,28,Social Sciences,119122.84214438942,47,41,61.817769664965965
32,Male,BA,16,10,STEM (other),118767.60739036261,51,43,54.15759570923968
64,Female,MA,18,40,Business,163276.24406099433,51,47,68.11691450187499
36,Male,BA,16,14,Humanities,119321.64943801874,46,38,68.26181317964459
51,Male,MA,18,27,Humanities,89200.54372241924,50,44,40.54570169200875
32,Female,BA,16,10,Social Sciences,83668.8243024656,46,32,56.84023390113152
49,Female,BA,16,27,Engineering,306925.14210736065,47,40,163.25805431242588
28,Male,BA,16,6,Education,70964.42753207055,49,39,37.13470828470463
57,Male,BA,16,35,Business,259893.83077527725,46,47,120.20991247700151
25,Female,BA,16,3,Humanities,89429.10421429758,49,33,55.30556846895336
43,Female,Prof,19,18,Social Sciences,104070.06837314021,41,42,60.435579775342745
55,Female,MA,18,31,Social Sciences,229578.14659560067,43,35,152.5436190003991
40,Male,PhD,20,14,Humanities,148315.91065779305,50,42,70.6266241227586
38,Male,BA,16,16,Social Sciences,118155.86044559866,45,49,53.58542423836674
29,Female,PhD,20,3,Social Sciences,138425.44105880312,42,34,96.93658337451198
50,Female,BA,16,28,Social Sciences,183871.06286767963,42,49,89.34453978021362
52,Female,BA,16,30,Social Sciences,199242.41866976593,45,43,102.96765822726921
26,Male,BA,16,4,Social Sciences,137843.7193955274,40,42,82.04983297352823
30,Male,BA,16,8,Humanities,107370.50264366642,40,43,62.42471083934094
33,Male,MA,18,9,Social Sciences,88318.93238132467,44,37,54.24995846518715
57,Female,BA,16,35,Social Sciences,140492.07531379152,40,45,78.05115295210639
49,Female,BA,16,27,Education,346457.17627507885,49,42,168.34653852044647
37,Male,MA,18,13,Business,204014.69776823156,47,44,98.65314205427057
33,Male,BA,16,11,Business,270542.9623210732,41,48,137.47101743956972
37,Female,BA,16,15,STEM (other),234129.63218866513,45,30,173.42935717678898
55,Male,BA,16,33,Education,157808.98445244832,49,31,103.89004901412002
35,Female,MA,18,11,Health,162400.71687166038,49,47,70.51702860254467
28,Female,MA,18,4,Health,118116.41536978676,44,48,55.92633303493691
58,Male,BA,16,36,Engineering,117132.21461917889,49,37,64.60684755608322
62,Male,BA,16,40,Health,166944.0784500668,51,32,102.29416571695269
28,Female,BA,16,6,Social Sciences,148985.21707781116,51,43,67.93671549375794
62,Male,MA,18,38,Social Sciences,156953.99274633738,43,38,96.05507512015751
43,Male,BA,16,21,Social Sciences,167541.42275752095,40,37,113.203664025352
30,Female,BA,16,8,Engineering,174046.41817981986,42,46,90.08613777423388
58,Female,BA,16,36,Business,135875.71250084878,51,45,59.20510348620862
42,Female,BA,16,20,STEM (other),147946.9645215409,43,39,88.22120722811026
37,Male,BA,16,15,Social Sciences,97697.04118330234,41,39,61.09883751300959
47,Male,MA,18,23,Social Sciences,139518.19725285072,51,35,78.16145504361384
43,Male,BA,16,21,Engineering,122899.03147192574,41,46,65.16385549943041
35,Male,BA,16,13,Engineering,118003.01589891726,41,45,63.958274199955156
25,Female,MA,18,1,Education,140819.85159920598,50,44,64.00902345418454
48,Male,MA,18,24,Social Sciences,137277.11393127593,40,43,79.81227554143949
31,Female,BA,16,9,Social Sciences,118105.99532538866,49,33,73.04019500642465
49,Male,BA,16,27,Business,150503.1621477301,41,33,111.23663129913533
45,Male,BA,16,23,Education,196076.42410382087,45,31,140.5565764185096
39,Female,Prof,19,14,Business,269884.3165599368,42,40,160.6454265237719
25,Male,BA,16,3,Business,133762.48345443935,49,33,82.72262427609112
36,Male,Prof,19,11,Social Sciences,167584.06181364003,44,45,84.63841505739396
31,Male,MA,18,7,Business,129480.0557939214,40,33,98.09095135903137
39,Male,BA,16,17,Business,106834.6497490283,47,30,75.76925514115483
45,Male,BA,16,23,Health,286547.23318879184,43,48,138.831023831779
43,Male,BA,16,21,Education,106670.30497580132,48,31,71.68703291384497
53,Female,BA,16,31,Humanities,169819.92741156026,43,38,103.92896414416172
49,Female,BA,16,27,Social Sciences,217612.15935402125,41,42,126.37175339954776
57,Male,MA,18,33,Engineering,196814.28570464675,42,47,99.70328556466401
56,Male,PhD,20,30,Business,334838.5512913535,44,45,169.1103794400775
59,Female,BA,16,37,STEM (other),235122.97661661202,51,45,102.4500987436218
62,Male,MA,18,38,Health,331700.9704492713,49,39,173.57455282536438
50,Female,BA,16,28,Education,125341.34569422847,45,38,73.29903256972425
35,Female,BA,16,13,Engineering,105118.20888584401,46,40,57.12946135100218
59,Male,BA,16,37,Social Sciences,138268.548032139,43,33,97.44083723195136
32,Female,MA,18,8,Engineering,168426.7241640026,46,39,93.88334680267704
38,Female,Prof,19,13,Health,172140.0757281984,49,32,109.78321156135102
34,Female,MA,18,10,STEM (other),141771.0386116689,42,35,96.44288340929856
26,Male,BA,16,4,STEM (other),63426.73646323049,46,32,43.08881553208593
33,Female,BA,16,11,Social Sciences,138488.82270178673,43,38,84.75448145764182
27,Female,BA,16,5,Social Sciences,181081.65547257356,47,32,120.40003688336009
45,Male,BA,16,23,STEM (other),203185.64986242118,48,47,90.06456110922925
50,Female,MA,18,26,Education,200213.71614237013,46,37,117.63438081220337
32,Male,MA,18,8,Engineering,187837.70390007412,47,37,108.01478085110645
26,Male,MA,18,2,Social Sciences,118980.3938509634,47,44,57.534039579769534
30,Female,BA,16,8,Business,161312.66673259906,41,42,93.67750681335602
52,Female,BA,16,30,Social Sciences,181427.62709100393,48,36,104.99283975173839
